CID,Descriptor,Institution,Institution type,Course_Title,Local_Course_ID,Approval date,COR effective term,GI01,CB00,Last_Updated
MATH 240,Ordinary Differential Equations,Pasadena City College,California Community College,Differential Equations,MATH055,2023-09-01,Spring 2011,771,CCC000612921,2023-10-07
MATH 250,Introduction to Linear Algebra,Pasadena City College,California Community College,Linear Algebra and Applications,MATH010,2023-09-01,Spring 2011,771,CCC000396018,2023-10-07
MATH 151,College Algebra for STEM,College of the Sequoias,California Community College,College Algebra for STEM,MATH035,2023-09-01,Summer 2019,561,CCC000593594,2023-10-07
MATH 155,Precalculus,College of the Sequoias,California Community College,Precalculus,MATH070,2023-09-01,Spring 2016,561,CCC000200351,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,College of the Sequoias,California Community College,Calculus 1,MATH065,2023-09-01,Spring 2014,561,CCC000536849,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,College of the Sequoias,California Community College,Calculus 2,MATH066,2023-09-01,Spring 2014,561,CCC000543349,2023-10-07
MATH 230,Multivariable Calculus,College of the Sequoias,California Community College,Calculus 3,MATH067,2023-09-01,Spring 2016,561,CCC000542919,2023-10-07
MATH 240,Ordinary Differential Equations,College of the Sequoias,California Community College,Differential Equations,MATH081,2023-09-01,Spring 2016,561,CCC000016809,2023-10-07
MATH 250,Introduction to Linear Algebra,College of the Sequoias,California Community College,Linear Algebra,MATH080,2023-09-01,Fall 2013,561,CCC000205283,2023-10-07
MATH 250,Introduction to Linear Algebra,College of the Sequoias,California Community College,Linear Algebra,MATH080,2023-09-01,Fall 2013,561,CCC000535235,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,Lassen Community College,California Community College,Analytic Geometry and Calculus I,MATH1A,2023-09-01,Fall 2022,131,CCC000011754,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Lassen Community College,California Community College,Analytic Geometry and Calculus II,MATH1B,2023-09-01,Fall 2022,131,CCC000035742,2023-10-07
MATH 250,Introduction to Linear Algebra,Los Angeles Pierce College,California Community College,Linear Algebra,MATH270,2023-09-01,Summer 2017,744,CCC000213317,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,Los Angeles Pierce College,California Community College,Calculus I,MATH261,2023-09-01,Spring 2016,744,CCC000018944,2023-10-07
MATH 230,Multivariable Calculus,Los Angeles Pierce College,California Community College,Calculus III,MATH263,2023-09-01,Summer 2015,744,CCC000091746,2023-10-07
MATH 240,Ordinary Differential Equations,Los Angeles Pierce College,California Community College,Ordinary Differential Equations,MATH275,2023-09-01,Fall 2014,744,CCC000331266,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Los Angeles Pierce College,California Community College,Calculus I,MATH261,2023-09-01,Spring 2016,744,CCC000018944,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Los Angeles Pierce College,California Community College,Calculus II,MATH262,2023-09-01,Spring 2019,744,CCC000055762,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Los Angeles Pierce College,California Community College,Calculus II,MATH262,2023-09-01,Summer 2017,744,CCC000055762,2023-10-07
MATH 230,Multivariable Calculus,Golden West College,California Community College,Calculus 3,MATHG280,2023-09-01,Fall 2022,832,CCC000193557,2023-10-07
MATH 160,Discrete Math,Ventura College,California Community College,Discrete Structures,MATHV52,2023-09-01,Fall 2022,683,CCC000452758,2023-10-07
MATH 160,Discrete Math,Ventura College,California Community College,Discrete Structures,CSV17,2023-09-01,Fall 2022,683,CCC000452707,2023-10-07
MATH 955,Precalculus & Trigonometry + Precalculus & Trigonometry,Moorpark College,California Community College,College Algebra for STEM Studies + Trigonometry,MATHM05,2023-09-01,Fall 2020 + Fall 2018,681,CCC000427728,2023-10-07
MATH 955,Precalculus & Trigonometry + Precalculus & Trigonometry,Moorpark College,California Community College,College Algebra for STEM Studies + Trigonometry,MATHM05,2023-09-01,Fall 2020 + Fall 2018,681,CCC000602412,2023-10-07
MATH 955,Precalculus & Trigonometry + Precalculus & Trigonometry,Moorpark College,California Community College,College Algebra for STEM Studies + Trigonometry,MATHM06,2023-09-01,Fall 2020 + Fall 2018,681,CCC000433537,2023-10-07
MATH 955,Precalculus & Trigonometry,San Jose City College,California Community College,Precalculus Algebra and Trigonometry,MATH025,2023-09-01,Spring 2022,472,CCC000111948,2023-10-07
MATH 955,Precalculus & Trigonometry,San Jose City College,California Community College,Precalculus Algebra and Trigonometry,MATH025,2023-09-01,Spring 2022,472,CCC000570443,2023-10-07
MATH 851,Trigonometry,San Jose City College,California Community College,Trigonometry,MATH022,2023-09-01,Spring 2022,472,CCC000269319,2023-10-07
MATH 250,Introduction to Linear Algebra,San Jose City College,California Community College,Linear Algebra,MATH079,2023-09-01,Fall 2021,472,CCC000180915,2023-10-07
MATH 240,Ordinary Differential Equations,San Jose City College,California Community College,Differential Equations,MATH078,2023-09-01,Spring 2022,472,CCC000292502,2023-10-07
MATH 240,Ordinary Differential Equations,San Jose City College,California Community College,Differential Equations,MATH078,2023-09-01,Spring 2022,472,CCC000555847,2023-10-07
MATH 230,Multivariable Calculus,San Jose City College,California Community College,Multivariable Calculus,MATH073,2023-09-01,Fall 2021,472,CCC000269443,2023-10-07
MATH 230,Multivariable Calculus,San Jose City College,California Community College,Multivariable Calculus,MATH073,2023-09-01,Fall 2021,472,CCC000438436,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,San Jose City College,California Community College,Calculus II with Analytic Geometry,MATH072,2023-09-01,Fall 2021,472,CCC000324590,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,San Jose City College,California Community College,Honors Calculus I with Analytic Geometry,MATH071H,2023-09-01,Spring 2021,472,CCC000589535,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,San Jose City College,California Community College,Calculus I with Analytic Geometry,MATH071,2023-09-01,Fall 2021,472,CCC000280025,2023-10-07
MATH 160,Discrete Math,San Jose City College,California Community College,Discrete Mathematics,MATH070,2023-09-01,Fall 2021,472,CCC000335093,2023-10-07
MATH 160,Discrete Math,San Jose City College,California Community College,Discrete Mathematics,MATH070,2023-09-01,Fall 2021,472,CCC000564865,2023-10-07
MATH 151,College Algebra for STEM,San Jose City College,California Community College,Precalculus Algebra,MATH021,2023-09-01,Spring 2022,472,CCC000133311,2023-10-07
MATH 151,College Algebra for STEM,San Jose City College,California Community College,Precalculus Algebra,MATH021,2023-09-01,Spring 2022,472,CCC000570442,2023-10-07
MATH 155,Precalculus,Ventura College,California Community College,Precalculus Mathematics,MATHV20,2023-09-01,Fall 2022,683,CCC000385016,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Ventura College,California Community College,Calculus with Analytic Geometry I,MATHV21A,2023-09-01,Fall 2022,683,CCC000385610,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Ventura College,California Community College,Calculus with Analytic Geometry I + Calculus with Analytic Geometry II,MATHV21A,2023-09-01,Fall 2022,683,CCC000385610,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Ventura College,California Community College,Calculus with Analytic Geometry I + Calculus with Analytic Geometry II,MATHV21B,2023-09-01,Fall 2022,683,CCC000384527,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Ventura College,California Community College,Calculus with Analytic Geometry II,MATHV21B,2023-09-01,Fall 2022,683,CCC000384527,2023-10-07
MATH 250,Introduction to Linear Algebra,Ventura College,California Community College,Introduction to Linear Algebra,MATHV22,2023-09-01,Fall 2022,683,CCC000536726,2023-10-07
MATH 910 S,Differential Equations and Linear Algebra + Differential Equations and Linear Algebra,Ventura College,California Community College,Introduction to Linear Algebra + Introduction to Differential Equations,MATHV22,2023-09-01,Fall 2022,683,CCC000536726,2023-10-07
MATH 910 S,Differential Equations and Linear Algebra + Differential Equations and Linear Algebra,Ventura College,California Community College,Introduction to Linear Algebra + Introduction to Differential Equations,MATHV23,2023-09-01,Fall 2022,683,CCC000542634,2023-10-07
MATH 151,College Algebra for STEM,Crafton Hills College,California Community College,College Algebra,MATH102,2023-09-01,Fall 2018,981,CCC000427185,2023-10-07
MATH 151,College Algebra for STEM,Crafton Hills College,California Community College,College Algebra,MATH102,2023-09-01,Fall 2018,981,CCC000428726,2023-10-07
MATH 151,College Algebra for STEM,Crafton Hills College,California Community College,College Algebra,MATH102,2023-09-01,Fall 2018,981,CCC000589443,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Golden West College,California Community College,Calculus 1,MATHG180,2023-09-01,Fall 2022,832,CCC000157052,2023-10-07
MATH 230,Multivariable Calculus + Multivariable Calculus,Santa Rosa Junior College,California Community College,"Calculus, Third Course + Calculus, Second Course",MATH1C,2023-09-01,Fall 2014,261,CCC000524210,2023-10-07
MATH 230,Multivariable Calculus + Multivariable Calculus,Santa Rosa Junior College,California Community College,"Calculus, Third Course + Calculus, Second Course",MATH1B,2023-09-01,Fall 2014,261,CCC000133664,2023-10-07
MATH 240,Ordinary Differential Equations,Fresno City College,California Community College,Differential Equations and Linear Algebra,MATH17,2023-09-01,Spring 2022,571,CCC000608969,2023-10-07
MATH 240,Ordinary Differential Equations,College of Marin,California Community College,Elementary Differential Equations,MATH224,2023-09-01,Fall 2021,334,CCC000357655,2023-10-07
MATH 240,Ordinary Differential Equations,West Hills College Coalinga,California Community College,Differential Equations,MATH002B,2023-09-01,Fall 2021,581,CCC000331844,2023-10-07
MATH 151,College Algebra for STEM,Solano Community College,California Community College,College Algebra for Calculus,MATH002,2023-09-01,Summer 2022,281,CCC000433906,2023-10-07
MATH 151,College Algebra for STEM,Solano Community College,California Community College,College Algebra for Calculus,MATH002,2023-09-01,Summer 2022,281,CCC000600781,2023-10-07
MATH 250,Introduction to Linear Algebra,Solano Community College,California Community College,Introduction to Linear Algebra,MATH040,2023-09-01,Fall 2014,281,CCC000434541,2023-10-07
MATH 240,Ordinary Differential Equations,Solano Community College,California Community College,Differential Equations,MATH023,2023-09-01,Fall 2014,281,CCC000431169,2023-10-07
MATH 240,Ordinary Differential Equations,Solano Community College,California Community College,Differential Equations,MATH023,2023-09-01,Fall 2014,281,CCC000525712,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Solano Community College,California Community College,Analytic Geometry and Calculus I,MATH020,2023-09-01,Spring 2016,281,CCC000426703,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Solano Community College,California Community College,Analytic Geometry and Calculus I,MATH020,2023-09-01,Spring 2016,281,CCC000525714,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Solano Community College,California Community College,Analytic Geometry and Calculus II,MATH021,2023-09-01,Fall 2015,281,CCC000434180,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Solano Community College,California Community College,Analytic Geometry and Calculus II,MATH021,2023-09-01,Fall 2015,281,CCC000525713,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,Chabot College,California Community College,Calculus I,MTH1,2023-09-01,Fall 2022,482,CCC000381404,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,Chabot College,California Community College,Calculus I,MTH1,2023-09-01,Fall 2022,482,CCC000375121,2023-10-07
MATH 230,Multivariable Calculus,Saddleback College,California Community College,Analytic Geometry and Calculus,MATH3C,2023-09-01,Fall 2012,891,CCC000394297,2023-10-07
MATH 250,Introduction to Linear Algebra,Merced College,California Community College,Linear Algebra,MATH08,2023-09-01,Summer 2013,531,CCC000363164,2023-10-07
MATH 155,Precalculus,Merced College,California Community College,Honors Precalculus,MATH02H,2023-09-01,Summer 2016,531,CCC000522215,2023-10-07
MATH 155,Precalculus,Merced College,California Community College,Precalculus,MATH02,2023-09-01,Summer 2016,531,CCC000346483,2023-10-07
MATH 160,Discrete Math,Merced College,California Community College,Discrete Structures,MATH07,2023-09-01,Summer 2016,531,CCC000551009,2023-10-07
MATH 160,Discrete Math,Merced College,California Community College,Discrete Structures,MATH07,2023-09-01,Summer 2016,531,CCC000624838,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,Merced College,California Community College,Calculus I,MATH04A,2023-09-01,Summer 2012,531,CCC000380083,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Merced College,California Community College,Calculus II,MATH04B,2023-09-01,Spring 2013,531,CCC000363959,2023-10-07
MATH 240,Ordinary Differential Equations,Merced College,California Community College,Elementary Differential Equations,MATH06,2023-09-01,Spring 2012,531,CCC000357806,2023-10-07
MATH 230,Multivariable Calculus,Merced College,California Community College,Multivariable Calculus,MATH04C,2023-09-01,Summer 2015,531,CCC000347879,2023-10-07
